Disease,Symptom_1,Symptom_2,Symptom_3
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
AIDS, muscle_wasting, patches_in_throat, high_fever
Diabetes , fatigue, weight_loss, restlessness
Gastroenteritis, vomiting, sunken_eyes, dehydration
Bronchial Asthma, fatigue, cough, high_fever
Hypertension , headache, chest_pain, dizziness
Migraine, acidity, indigestion, headache
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Varicose veins, fatigue, cramps, bruising
